Motif Name,Motif Count,AUPR Difference,MS Difference
CREM_HUMAN.H10MO.C,17256,-2.31261668685e-05,-0.000457793
MAFG_HUMAN.H10MO.C,7773,-4.58506043403e-05,-0.000228912
PRDM1_HUMAN.H10MO.C,50216,-0.000911369837091,-0.00172499
NANOG_HUMAN.H10MO.A,14164,-0.000188128593722,-0.000308067
ARI5B_HUMAN.H10MO.C,14913,-0.000628489466584,-0.000102013
MEIS2_HUMAN.H10MO.B,8846,-0.0001997018599,-0.000175625
ZN384_HUMAN.H10MO.C,30384,-0.000101191039883,-0.00058189
PITX2_HUMAN.H10MO.D,19562,-0.000456668255846,-0.000208348
ATF1_HUMAN.H10MO.B,14814,2.19618802286e-05,-0.000298679
STAT2_HUMAN.H10MO.B,74677,-0.000407737721219,-0.00212762
ELK3_HUMAN.H10MO.D,23742,-0.000572147025322,-0.000422686
NOTO_HUMAN.H10MO.D,12903,-0.000185071079725,-0.000345707
SP4_HUMAN.H10MO.D,61913,-0.000856964180148,-0.000534087
ZBT18_HUMAN.H10MO.D,10644,-0.000396057329667,-0.000104904
ELF5_HUMAN.H10MO.D,20461,-0.000351242062602,-0.000649929
NKX61_HUMAN.H10MO.D,29494,3.94885510778e-05,-0.000475287
PKNX1_HUMAN.H10MO.D,10486,0.000120393816692,-0.000389189
MSX1_HUMAN.H10MO.D,20599,8.4993965409e-05,-0.00049302
DLX4_HUMAN.H10MO.D,24599,0.000154673427344,-0.000482082
REST_HUMAN.H10MO.A,22452,-0.000330793617571,-0.000231504
RARA_HUMAN.H10MO.S,4375,-2.91946081786e-05,-0.000121593
FOSL1_HUMAN.H10MO.A,6301,-0.000374601971971,-0.00015226
FUBP1_HUMAN.H10MO.D,64211,-0.000887918718657,-0.000321031
REL_HUMAN.H10MO.C,23009,-1.88052889756e-05,-0.000581443
PO4F1_HUMAN.H10MO.D,35815,0.00016872681256,-0.000763029
PHX2A_HUMAN.H10MO.D,18696,-2.87755070724e-05,-0.000595987
PO2F1_HUMAN.H10MO.B,17354,0.000345678018422,-0.000453383
HXB8_HUMAN.H10MO.C,21603,-3.68419477127e-05,-0.000507385
RFX2_HUMAN.H10MO.C,31845,-0.000720216726722,-6.09457e-05
VAX1_HUMAN.H10MO.D,22455,0.000155264970373,-0.000537485
EOMES_HUMAN.H10MO.D,18019,-0.000782415240817,-0.000412703
ATF7_HUMAN.H10MO.D,15760,-0.000309890081903,-0.000208199
ISL1_HUMAN.H10MO.D,13857,0.000456604189449,-0.000380635
LEF1_HUMAN.H10MO.C,8283,-0.000101174834094,-5.81741e-05
FOXJ3_HUMAN.H10MO.S,58284,-0.00117095466506,-0.000233322
SRBP2_HUMAN.H10MO.B,54398,0.000201508260347,-0.00138679
ATF6A_HUMAN.H10MO.B,37803,-0.000468397059654,-0.000365347
TFDP1_HUMAN.H10MO.S,49756,0.00012444189069,-0.0014134
ZN423_HUMAN.H10MO.D,23942,-0.000845182678804,-0.000429988
NR4A1_HUMAN.H10MO.C,14103,-0.000649475461372,-0.000354081
NR2C2_HUMAN.H10MO.A,42730,-0.00101327455971,-0.00142619
PPARG_HUMAN.H10MO.A,57694,-0.000152037985346,-0.00216314
TFDP1_HUMAN.H10MO.D,82545,-0.000161965097261,-0.00290149
RFX4_HUMAN.H10MO.D,11711,-0.000574543698145,-0.000168979
CEBPG_HUMAN.H10MO.C,16913,1.12095797441e-05,-0.000851452
NFAC1_HUMAN.H10MO.S,14426,-2.55896838353e-05,-0.000484079
PPARG_HUMAN.H10MO.S,12699,-0.000157340936979,-0.000368863
SOX2_HUMAN.H10MO.B,18229,0.000156736067862,-0.00029996
TBX1_HUMAN.H10MO.D,65822,-0.000421868388034,-0.00116721
SOX7_HUMAN.H10MO.D,12230,6.73525316949e-05,-0.000195503
GATA1_HUMAN.H10MO.S,18235,-0.000245378687162,-0.00033778
